event_time,event_type,product_id,category_code,brand,price,user_id,user_session
2023-03-04 00:44:04,view,8138307,furniture.living_room.sofa,adidas,600.04,707383,s707383_8
2023-01-23 21:21:26,view,5589616,apparel.shirt,apple,29.54,656009,s656009_3
2023-03-04 03:00:55,purchase,7633503,sport.bicycle,logitech,389.57,409659,s409659_1
2023-03-19 13:52:25,cart,6950240,apparel.shirt,nike,16.96,832617,s832617_6
2023-02-08 15:46:53,cart,5860895,construction.tools.light,logitech,4.03,934751,s934751_0
2023-01-30 18:20:42,view,3777683,furniture.living_room.sofa,nike,268.9,400016,s400016_5
2023-01-29 20:33:33,view,5136080,appliances.kitchen.refrigerators,bosch,772.64,686501,s686501_3
2023-03-26 04:59:45,view,2113502,auto.accessories,sony,70.51,869941,s869941_2
2023-03-20 18:05:35,view,8243133,appliances.kitchen.refrigerators,nan,711.77,274268,s274268_0
2023-03-06 00:24:00,view,8453252,electronics.audio.headphone,sony,70.58,192716,s192716_3
2023-03-29 23:09:10,view,2102780,electronics.smartphone,nan,451.82,548775,s548775_4
2023-02-12 03:49:17,view,4237106,electronics.audio.headphone,bosch,84.47,630848,s630848_0
2023-01-07 15:10:37,view,4980705,electronics.audio.headphone,nike,130.5,198109,s198109_7
2023-03-03 03:31:42,view,8622406,electronics.audio.headphone,bosch,39.78,312724,s312724_1
2023-03-23 15:53:24,cart,5166778,sport.bicycle,huawei,360.33,659675,s659675_0
2023-03-26 05:12:24,purchase,8884196,apparel.shirt,logitech,19.35,122005,s122005_8
2023-03-28 00:32:21,view,1782655,sport.bicycle,nan,373.27,319290,s319290_5
2023-01-05 15:58:48,cart,7415443,kids.toys,samsung,18.73,885421,s885421_3
2023-03-25 22:19:13,view,5987654,apparel.shoes,huawei,32.74,681254,s681254_1
2023-02-15 08:49:57,purchase,3897048,apparel.shoes,adidas,73.38,769113,s769113_2
2023-03-16 10:48:01,purchase,5471463,electronics.audio.headphone,xiaomi,68.92,605497,s605497_2
2023-01-17 11:24:08,cart,1893370,construction.tools.light,ikea,46.71,720444,s720444_1
2023-03-27 15:00:43,view,4979535,apparel.shoes,xiaomi,56.25,196000,s196000_0
2023-02-24 21:50:41,view,3003975,apparel.shirt,nike,41.27,345017,s345017_1
2023-02-26 16:32:53,purchase,1154123,auto.accessories,huawei,46.23,949417,s949417_3
2023-01-12 23:19:59,purchase,4942040,apparel.shoes,adidas,42.4,998224,s998224_0
2023-01-25 15:37:53,view,3469625,furniture.living_room.sofa,huawei,418.85,224197,s224197_0
2023-02-09 04:48:44,purchase,5665938,,ikea,507.07,505792,s505792_3
2023-02-04 15:23:33,purchase,4032713,electronics.smartphone,logitech,289.12,815699,s815699_6
2023-03-18 14:02:02,view,6222542,computers.notebook,logitech,591.99,605497,s605497_9
2023-02-17 00:49:10,view,3278002,apparel.shirt,lg,20.12,582910,s582910_0
2023-02-18 19:02:00,cart,3041886,auto.accessories,huawei,65.81,528482,s528482_0
2023-03-26 22:59:39,view,9841270,accessories.bag,huawei,45.64,718720,s718720_6
2023-01-06 20:27:49,view,6208606,apparel.shirt,logitech,18.72,986390,s986390_8
2023-01-02 20:14:44,view,9934342,sport.bicycle,nike,314.17,400819,s400819_4
2023-01-03 01:08:38,view,9413497,construction.tools.light,nan,16.28,136971,s136971_0
2023-02-17 07:09:16,view,5117781,apparel.shirt,samsung,29.21,425382,s425382_11
2023-01-08 10:54:43,view,9898426,electronics.smartphone,samsung,572.13,359554,s359554_4
2023-01-28 18:23:44,view,7899382,apparel.shirt,xiaomi,13.09,755058,s755058_10
2023-02-21 11:54:38,purchase,6026535,apparel.shoes,apple,54.72,390774,s390774_4
2023-01-14 04:48:48,view,9377809,furniture.living_room.sofa,nan,400.82,281879,s281879_12
2023-02-01 16:56:39,purchase,3507942,construction.tools.light,nan,34.66,256850,s256850_0
2023-03-21 00:05:48,cart,9212367,apparel.shirt,nike,33.98,972511,s972511_4
2023-01-19 04:53:59,view,1547002,accessories.bag,nan,54.18,835402,s835402_0
2023-03-23 05:10:53,view,5199236,auto.accessories,nan,30.18,284851,s284851_2
2023-03-03 18:20:10,view,8891449,,samsung,64.51,262833,s262833_1
2023-01-07 10:01:49,view,8675751,accessories.bag,bosch,44.05,964302,s964302_2
2023-01-10 22:55:18,view,5654608,electronics.smartphone,logitech,482.05,780873,s780873_5
2023-02-28 10:25:30,purchase,5226436,computers.notebook,huawei,608.14,365277,s365277_8
2023-02-16 14:45:02,view,3381316,accessories.bag,nan,34.37,944884,s944884_3
2023-03-10 20:27:24,view,1258344,sport.bicycle,adidas,149.34,995122,s995122_0
2023-01-22 01:41:19,cart,1024272,electronics.smartphone,apple,486.59,812776,s812776_1
2023-01-20 21:26:53,view,5959004,accessories.bag,apple,36.44,902719,s902719_2
2023-02-23 14:46:27,view,2376401,appliances.kitchen.refrigerators,sony,409.15,143828,s143828_1
2023-01-16 06:34:39,view,1812238,construction.tools.light,nike,22.82,876944,s876944_3
2023-01-28 03:56:19,view,2491170,auto.accessories,logitech,29.15,303033,s303033_2
2023-01-29 07:43:47,view,7898839,electronics.audio.headphone,lg,47.99,957617,s957617_2
2023-03-04 07:10:01,view,5294431,apparel.shirt,bosch,18.27,473300,s473300_4
2023-01-26 16:04:27,view,8976730,apparel.shirt,adidas,16.39,263320,s263320_12
2023-03-23 18:01:56,cart,9728667,accessories.bag,adidas,25.76,649053,s649053_15
2023-02-05 05:36:55,view,2551762,electronics.smartphone,huawei,254.42,237955,s237955_7
2023-02-26 07:27:51,view,6769016,auto.accessories,sony,78.59,482399,s482399_4
2023-02-12 06:19:19,view,5228043,,nan,566.11,192955,s192955_7
2023-02-04 18:01:53,view,8771233,accessories.bag,logitech,23.65,441141,s441141_2
2023-01-02 19:25:00,view,2691568,kids.toys,sony,20.59,986390,s986390_0
2023-01-08 06:00:53,view,9036805,auto.accessories,ikea,46.82,432345,s432345_2
2023-02-22 10:12:07,view,5230607,computers.notebook,ikea,664.5,605100,s605100_0
2023-01-28 13:37:18,view,8479695,construction.tools.light,samsung,31.14,133973,s133973_1
2023-03-25 01:31:38,purchase,7590796,appliances.kitchen.refrigerators,ikea,275.96,239857,s239857_1
2023-01-04 07:43:59,view,5062309,accessories.bag,huawei,43.47,954227,s954227_8
2023-03-14 04:39:09,view,1801651,furniture.living_room.sofa,apple,527.58,649435,s649435_5
2023-02-05 09:51:54,view,3017280,apparel.shirt,samsung,25.12,473270,s473270_4
2023-03-26 00:46:02,view,4321011,accessories.bag,nike,30.61,573006,s573006_4
2023-02-11 18:19:01,view,1607191,,adidas,49.27,901236,s901236_8
2023-03-20 06:34:15,cart,2919943,accessories.bag,nike,57.2,301550,s301550_0
2023-01-13 14:28:17,view,1851719,apparel.shoes,sony,44.48,793461,s793461_1
2023-02-06 08:18:52,view,5380096,appliances.kitchen.refrigerators,bosch,668.66,587133,s587133_4
2023-01-16 08:03:32,purchase,1083367,kids.toys,bosch,6.95,764017,s764017_7
2023-02-12 20:34:08,view,2974840,apparel.shoes,sony,76.53,490328,s490328_16
2023-03-30 16:19:31,view,8099966,furniture.living_room.sofa,sony,550.5,127095,s127095_5
2023-03-24 01:52:26,view,4766070,sport.bicycle,ikea,431.03,338240,s338240_1
2023-01-01 00:39:33,view,5019427,apparel.shirt,huawei,25.43,851643,s851643_0
2023-01-11 17:09:02,view,9754909,computers.notebook,bosch,738.64,858651,s858651_0
2023-01-22 07:34:49,view,5932660,kids.toys,apple,24.6,175949,s175949_0
2023-02-01 15:23:54,purchase,2776905,kids.toys,adidas,16.12,823711,s823711_2
2023-02-11 07:26:29,view,8526581,sport.bicycle,logitech,235.6,159471,s159471_3
2023-03-27 03:53:27,view,9188720,construction.tools.light,logitech,44.54,360803,s360803_16
2023-02-18 20:52:35,view,6425135,furniture.living_room.sofa,huawei,263.86,362094,s362094_25
2023-01-30 10:42:26,view,9312802,apparel.shirt,apple,22.36,988963,s988963_7
2023-01-09 06:27:46,view,8993237,sport.bicycle,apple,298.3,938338,s938338_2
2023-01-22 12:45:39,cart,4801399,electronics.smartphone,apple,174.74,995230,s995230_4
2023-01-30 15:35:19,view,8026165,electronics.smartphone,logitech,310.57,348893,s348893_2
2023-03-04 22:25:38,view,6876982,furniture.living_room.sofa,nike,231.55,672139,s672139_2
2023-03-18 23:55:54,view,4297572,accessories.bag,logitech,50.42,730720,s730720_7
2023-01-25 00:55:01,view,6185045,electronics.smartphone,logitech,455.24,978996,s978996_10
2023-01-01 11:05:10,view,6656098,apparel.shirt,apple,35.3,189241,s189241_1
2023-02-15 13:52:15,purchase,9901010,computers.notebook,nan,522.55,950632,s950632_2
2023-02-14 15:04:53,view,2708666,electronics.smartphone,xiaomi,487.25,235605,s235605_4
2023-03-13 04:12:49,view,6122338,appliances.kitchen.refrigerators,sony,493.16,793260,s793260_3
2023-02-14 01:42:54,cart,1250313,apparel.shoes,nike,42.47,996478,s996478_1
2023-02-14 18:50:22,view,6616677,kids.toys,samsung,13.96,349409,s349409_1
2023-03-06 02:25:10,view,9467509,computers.notebook,adidas,936.26,855772,s855772_8
2023-01-27 01:00:58,view,4319895,auto.accessories,logitech,56.19,509404,s509404_2
2023-02-16 00:30:47,cart,7335111,accessories.bag,sony,35.44,483293,s483293_0
2023-03-16 17:43:30,view,6916788,appliances.kitchen.refrigerators,nan,700.13,554952,s554952_1
2023-01-06 03:22:38,view,3367172,appliances.kitchen.refrigerators,huawei,786.32,901016,s901016_5
2023-01-04 00:05:46,purchase,5072369,computers.notebook,sony,555.12,801529,s801529_0
2023-01-04 19:47:31,view,8060888,electronics.smartphone,sony,404.3,365279,s365279_3
2023-02-22 04:33:47,view,9410012,kids.toys,logitech,18.68,228719,s228719_0
2023-03-29 03:57:41,cart,8535625,construction.tools.light,logitech,36.48,296833,s296833_5
2023-03-20 08:28:02,view,5979141,electronics.audio.headphone,sony,77.9,513023,s513023_7
2023-03-24 23:04:28,view,5013750,furniture.living_room.sofa,xiaomi,552.62,876713,s876713_2
2023-01-28 08:04:43,view,8429021,computers.notebook,xiaomi,918.21,119033,s119033_1
2023-02-09 18:34:31,cart,9497836,computers.notebook,adidas,782.48,859857,s859857_3
2023-02-19 23:20:34,view,5272604,apparel.shoes,adidas,37.57,385871,s385871_0
2023-01-18 17:41:57,view,6637139,electronics.smartphone,samsung,396.95,393026,s393026_1
2023-03-07 00:11:32,view,8842572,,logitech,272.24,793489,s793489_3
2023-02-19 05:31:10,cart,5699028,furniture.living_room.sofa,bosch,322.66,847032,s847032_3
2023-01-13 05:53:22,purchase,4181336,accessories.bag,huawei,28.12,495019,s495019_5
2023-03-01 03:59:56,cart,5325023,sport.bicycle,ikea,273.23,300130,s300130_0
2023-01-04 22:14:06,view,4714963,construction.tools.light,samsung,41.84,402024,s402024_7
2023-01-27 00:31:19,view,2120744,construction.tools.light,nike,33.47,844509,s844509_11
2023-02-07 18:41:00,cart,7157886,,logitech,300.42,374019,s374019_6
2023-01-22 14:51:42,view,6542171,kids.toys,samsung,15.11,978996,s978996_8
2023-01-29 17:14:37,view,2674179,furniture.living_room.sofa,adidas,618.65,491258,s491258_0
2023-01-08 21:25:31,purchase,9049440,construction.tools.light,xiaomi,22.47,889038,s889038_3
2023-01-07 18:57:47,view,4152895,appliances.kitchen.refrigerators,adidas,409.88,702052,s702052_2
2023-02-06 08:34:19,view,5165717,sport.bicycle,bosch,171.52,917721,s917721_0
2023-03-02 07:08:12,purchase,3607793,kids.toys,sony,15.61,666445,s666445_12
2023-03-12 01:29:47,view,7077618,sport.bicycle,nike,366.22,747149,s747149_14
2023-02-08 22:42:58,purchase,3460280,sport.bicycle,adidas,234.97,437017,s437017_12
2023-02-06 04:39:42,view,3184738,sport.bicycle,nike,366.02,723785,s723785_3
2023-01-23 07:26:38,view,1991391,kids.toys,adidas,22.81,277067,s277067_8
2023-01-30 18:53:41,view,7393907,computers.notebook,xiaomi,686.05,400016,s400016_0
2023-02-06 13:45:32,view,3642190,apparel.shoes,lg,49.46,359069,s359069_0
2023-02-14 06:49:59,cart,9505003,apparel.shirt,nike,24.19,944923,s944923_11
2023-02-05 10:53:41,view,3142564,sport.bicycle,xiaomi,385.73,788631,s788631_3
2023-03-18 10:10:29,view,2638688,electronics.audio.headphone,lg,59.07,997008,s997008_0
2023-02-21 23:45:15,view,4988277,appliances.kitchen.refrigerators,apple,554.28,133671,s133671_4
2023-02-07 09:57:13,view,4870033,construction.tools.light,ikea,35.3,394562,s394562_3
2023-01-30 05:17:43,view,8066566,electronics.audio.headphone,ikea,103.03,551589,s551589_0
2023-02-09 20:14:06,cart,5122620,sport.bicycle,sony,358.32,141684,s141684_0
2023-02-17 12:48:50,purchase,8318002,construction.tools.light,huawei,37.34,228719,s228719_4
2023-02-09 04:05:47,view,7583383,kids.toys,ikea,16.25,937615,s937615_6
2023-03-20 20:47:45,view,4071977,kids.toys,samsung,17.16,928328,s928328_3
2023-03-05 08:32:27,view,4479373,apparel.shirt,bosch,32.23,449836,s449836_5
2023-03-27 17:20:52,view,4019607,sport.bicycle,nan,299.52,686737,s686737_3
2023-03-06 21:24:00,view,2394017,sport.bicycle,samsung,272.64,868708,s868708_17
2023-02-22 07:10:56,view,2779039,accessories.bag,ikea,64.07,521882,s521882_3
2023-02-03 20:59:29,purchase,3740381,appliances.kitchen.refrigerators,lg,372.9,285481,s285481_2
2023-03-23 11:18:55,cart,2575474,construction.tools.light,xiaomi,17.79,129140,s129140_6
2023-02-17 12:50:34,purchase,5768759,furniture.living_room.sofa,xiaomi,403.09,809012,s809012_8
2023-02-02 18:02:34,view,3136828,apparel.shoes,xiaomi,59.0,608454,s608454_2
2023-02-19 13:03:46,view,6688795,furniture.living_room.sofa,nike,336.33,918491,s918491_2
2023-01-20 05:20:54,cart,7413879,sport.bicycle,lg,292.39,891161,s891161_1
2023-02-20 15:20:56,view,7770863,electronics.smartphone,xiaomi,236.31,740354,s740354_12
2023-01-07 07:20:01,view,5348630,,apple,108.73,996495,s996495_7
2023-01-18 20:04:09,purchase,6772547,furniture.living_room.sofa,logitech,624.15,557516,s557516_1
2023-01-02 06:56:29,purchase,4249948,electronics.audio.headphone,bosch,39.17,114224,s114224_2
2023-03-28 19:03:55,view,6489447,,nan,683.35,238241,s238241_3
2023-01-05 12:02:05,view,3116865,,nan,685.76,136359,s136359_0
2023-03-10 06:03:35,view,5799459,auto.accessories,logitech,48.3,498565,s498565_5
2023-02-01 01:17:12,view,2295446,construction.tools.light,adidas,40.04,109172,s109172_4
2023-03-23 01:33:51,cart,8252370,furniture.living_room.sofa,logitech,535.68,540551,s540551_1
2023-03-18 11:58:40,purchase,3445847,construction.tools.light,nike,58.74,941358,s941358_1
2023-03-26 01:24:11,cart,4543890,electronics.audio.headphone,adidas,108.43,225791,s225791_5
2023-01-05 10:22:32,view,5594173,computers.notebook,ikea,545.21,654655,s654655_1
2023-03-12 03:54:56,view,8887485,apparel.shoes,nike,63.72,564812,s564812_0
2023-02-16 03:29:59,purchase,5308193,auto.accessories,apple,53.38,517472,s517472_6
2023-03-11 02:26:14,view,8269961,accessories.bag,bosch,29.44,772058,s772058_6
2023-01-12 02:45:33,view,9379564,apparel.shoes,sony,70.41,679477,s679477_4
2023-02-16 17:22:41,view,5687598,kids.toys,logitech,23.08,831682,s831682_0
2023-01-20 11:26:49,cart,4476068,kids.toys,nike,23.64,691801,s691801_0
2023-01-09 13:36:23,view,5809251,accessories.bag,bosch,37.84,470658,s470658_2
2023-02-18 15:23:31,view,6577701,furniture.living_room.sofa,logitech,444.81,499374,s499374_6
2023-02-16 09:10:33,view,7966805,electronics.audio.headphone,nan,41.09,224384,s224384_2
2023-02-05 17:09:15,view,1263537,electronics.audio.headphone,sony,81.46,455759,s455759_1
2023-01-07 20:11:36,view,6205673,apparel.shirt,lg,27.58,343481,s343481_10
2023-03-26 08:03:10,purchase,6227718,construction.tools.light,xiaomi,37.03,524409,s524409_1
2023-01-05 14:15:16,cart,3686998,auto.accessories,nan,64.99,336800,s336800_6
2023-03-21 13:19:15,purchase,3010056,furniture.living_room.sofa,bosch,198.39,235605,s235605_4
2023-03-03 15:31:16,cart,2245332,electronics.audio.headphone,apple,131.93,631175,s631175_6
2023-01-07 20:56:54,view,1555212,electronics.smartphone,logitech,306.41,382503,s382503_1
2023-03-05 07:25:47,view,6454335,construction.tools.light,huawei,40.99,305780,s305780_0
2023-01-22 07:44:08,view,1223816,construction.tools.light,huawei,32.92,881667,s881667_9
2023-02-23 01:19:46,view,2903202,sport.bicycle,xiaomi,210.84,763741,s763741_1
2023-02-14 00:23:47,view,6756799,computers.notebook,sony,872.76,277067,s277067_14
2023-02-01 09:55:37,purchase,9648193,apparel.shirt,bosch,38.71,478240,s478240_2
2023-03-18 21:40:55,view,8732599,auto.accessories,apple,42.1,658760,s658760_7
2023-01-29 08:42:58,purchase,8939941,appliances.kitchen.refrigerators,nike,772.48,836433,s836433_8
2023-02-22 11:52:57,view,6278196,electronics.smartphone,adidas,612.09,874566,s874566_1
2023-01-20 10:00:19,view,3275961,furniture.living_room.sofa,samsung,549.39,739440,s739440_3
2023-03-06 00:55:32,cart,8571436,appliances.kitchen.refrigerators,lg,666.94,184759,s184759_9
2023-02-01 02:13:17,cart,6827386,apparel.shoes,huawei,50.21,534072,s534072_6
2023-03-23 01:19:55,view,2282704,auto.accessories,ikea,39.33,657024,s657024_1
2023-02-11 00:54:56,purchase,3390341,appliances.kitchen.refrigerators,nike,415.16,747149,s747149_13
2023-03-19 08:36:20,cart,9989680,appliances.kitchen.refrigerators,lg,690.95,874869,s874869_0
2023-02-18 16:14:36,cart,1292664,furniture.living_room.sofa,nan,318.54,437496,s437496_0
2023-01-17 12:31:33,view,2757822,appliances.kitchen.refrigerators,nike,304.23,815274,s815274_4
2023-03-28 17:46:09,view,5330459,kids.toys,samsung,18.98,220682,s220682_1
2023-01-27 22:50:46,view,7300606,auto.accessories,lg,45.98,822476,s822476_4
2023-03-20 03:12:38,cart,8156117,electronics.smartphone,sony,293.32,583791,s583791_0
2023-03-26 10:36:48,cart,4352468,sport.bicycle,huawei,346.27,905059,s905059_13
2023-02-18 11:33:09,view,8178351,appliances.kitchen.refrigerators,logitech,505.54,693986,s693986_6
2023-03-28 13:38:29,cart,7777355,accessories.bag,samsung,53.45,853417,s853417_12
2023-03-29 02:26:51,view,3939614,appliances.kitchen.refrigerators,xiaomi,646.28,976974,s976974_0
2023-03-29 15:45:20,view,8508476,sport.bicycle,bosch,268.18,617139,s617139_3
2023-03-21 00:39:24,cart,1449017,apparel.shirt,nan,33.05,853643,s853643_1
2023-03-30 00:19:30,cart,6016543,computers.notebook,nan,780.22,312995,s312995_2
2023-03-14 05:07:27,view,4724627,electronics.smartphone,nan,366.21,231555,s231555_2
2023-01-15 11:57:43,view,4295687,appliances.kitchen.refrigerators,logitech,611.09,448152,s448152_0
2023-02-05 17:46:11,view,7938409,furniture.living_room.sofa,nike,252.92,973317,s973317_0
2023-01-01 08:54:51,view,2229386,construction.tools.light,adidas,44.06,109092,s109092_1
2023-03-08 05:41:00,view,8701313,accessories.bag,adidas,47.7,336214,s336214_4
2023-03-26 05:00:38,cart,9070473,apparel.shirt,huawei,27.67,104050,s104050_1
2023-03-04 15:12:38,view,3534567,apparel.shoes,nike,66.87,964255,s964255_15
2023-03-08 15:07:22,view,8959923,,huawei,83.9,866549,s866549_3
2023-03-03 05:28:24,view,4519580,apparel.shoes,huawei,54.68,603583,s603583_5
2023-01-06 16:22:34,purchase,6215754,apparel.shoes,adidas,27.16,488275,s488275_3
2023-02-07 17:31:36,view,1670957,computers.notebook,samsung,170.67,864490,s864490_1
2023-01-08 13:34:54,view,7013135,computers.notebook,nike,592.45,487968,s487968_2
2023-02-26 21:59:36,purchase,8335498,auto.accessories,adidas,45.59,374019,s374019_1
2023-02-11 08:28:21,view,2176568,electronics.smartphone,ikea,502.32,378247,s378247_0
2023-03-23 12:50:37,view,5935503,auto.accessories,logitech,39.98,780873,s780873_0
2023-01-04 05:09:07,view,4871325,furniture.living_room.sofa,adidas,340.54,907636,s907636_0
2023-02-27 09:24:51,purchase,1906389,electronics.audio.headphone,ikea,88.55,545955,s545955_6
2023-03-02 17:16:05,view,4529748,sport.bicycle,huawei,205.24,494190,s494190_1
2023-03-23 12:11:50,cart,6131346,auto.accessories,nike,58.3,686725,s686725_0
2023-03-08 00:31:14,purchase,2644656,auto.accessories,bosch,69.91,759171,s759171_0
2023-01-03 00:12:49,view,2027376,auto.accessories,ikea,58.08,506218,s506218_25
2023-03-24 04:53:38,view,6274711,sport.bicycle,adidas,446.19,432089,s432089_40
2023-02-03 11:01:08,view,2050856,electronics.smartphone,apple,188.93,558381,s558381_6
2023-02-19 06:09:03,purchase,6405451,sport.bicycle,ikea,325.03,657900,s657900_7
2023-03-11 04:58:21,view,4799073,apparel.shirt,adidas,25.29,884113,s884113_3
2023-03-13 07:42:39,cart,7297045,electronics.audio.headphone,apple,68.26,585574,s585574_1
2023-01-21 14:50:26,view,3412574,furniture.living_room.sofa,nike,583.81,453315,s453315_1
2023-03-18 22:33:37,view,1650028,furniture.living_room.sofa,ikea,501.81,269840,s269840_2
2023-01-03 02:07:54,view,6023295,sport.bicycle,samsung,385.28,508411,s508411_3
2023-03-15 14:43:48,cart,2371051,accessories.bag,ikea,50.53,287198,s287198_3
2023-01-30 01:47:06,cart,7017013,appliances.kitchen.refrigerators,adidas,793.9,194719,s194719_5
2023-01-25 13:43:34,purchase,2782914,electronics.smartphone,lg,88.52,220872,s220872_1
2023-02-18 19:05:10,view,7076203,auto.accessories,nike,49.49,687031,s687031_2
2023-03-04 23:48:50,purchase,4233541,accessories.bag,nike,19.15,365296,s365296_0
2023-03-29 01:33:21,view,7802300,computers.notebook,nike,685.4,729540,s729540_3
2023-03-26 10:49:55,view,8153442,furniture.living_room.sofa,nike,449.34,309856,s309856_4
2023-01-20 02:20:54,view,8264894,accessories.bag,apple,50.48,782118,s782118_1
2023-01-18 15:33:23,view,7165494,kids.toys,adidas,20.25,968835,s968835_0
2023-02-06 14:14:49,view,1756718,kids.toys,samsung,28.96,194481,s194481_14
2023-03-14 19:40:05,view,2682185,electronics.smartphone,logitech,577.31,250275,s250275_15
2023-03-26 16:48:08,view,2646081,electronics.audio.headphone,huawei,95.74,709937,s709937_12
2023-03-19 21:07:06,view,3314066,furniture.living_room.sofa,nan,266.76,773746,s773746_1
2023-02-07 09:00:20,view,3198106,construction.tools.light,apple,40.19,727630,s727630_4
2023-02-17 14:13:38,view,9685325,accessories.bag,bosch,62.28,368917,s368917_0
2023-01-14 18:27:58,cart,5020637,furniture.living_room.sofa,logitech,492.87,707511,s707511_16
2023-02-24 05:15:44,view,4529769,,xiaomi,26.28,649301,s649301_21
2023-02-09 01:04:21,purchase,2803467,apparel.shoes,logitech,55.7,912297,s912297_0
2023-01-16 07:43:33,view,7585764,accessories.bag,bosch,38.98,842858,s842858_0
2023-03-30 11:59:35,view,7268224,,sony,11.12,463018,s463018_9
2023-01-14 10:45:26,view,6348288,appliances.kitchen.refrigerators,sony,513.17,217801,s217801_2
2023-01-08 00:42:44,cart,1709834,accessories.bag,lg,23.91,475159,s475159_1
